x1,x2,x3,x4,x5,label
4.992460068,-6.773300075,8.409043255,7.055539021,5.078261174,1
-8.324904099,4.508960233,7.175557363,8.083903787,1.406107244,1
7.090096075,-1.968759548,-3.149276657,-4.628759191,3.69762615,0
-1.01637935,-5.956014599,8.317157409,0.271082667,1.242793376,0
5.989687146,-1.117076467,1.60017933,1.19886152,-7.972100699,0
1.549906317,5.720171469,4.449144716,3.331847339,3.875646061,1
-4.051098267,-7.503422695,-0.368936929,1.096864647,-6.303599389,0
5.211690362,5.081573011,0.025147282,5.038474451,4.647738329,0
9.557050974,-1.799030415,-3.613775007,8.344324445,-1.315080687,0
-0.584666073,0.569253653,-4.842666095,8.280183267,4.504455047,1
-8.74271658,-0.238071035,-6.609538138,-3.516284772,0.335247859,1
6.92607571,-6.316336972,4.533331218,-4.089768794,6.086024148,0
7.289111242,4.299034751,2.094934507,-4.170205694,-7.367482712,0
-5.635544326,-0.189187813,-6.050989325,-5.530400713,4.488870909,1
8.866188451,-3.43241086,-6.425517236,1.236610915,6.236105689,0
-5.205155602,2.248428099,-2.577751146,9.216502309,-3.925033082,1
5.326566529,-7.735413013,6.708318599,-6.546013548,-7.719268419,0
-7.392548035,9.770620256,1.076201767,8.396909197,-9.801726777,1
0.003274615,-1.405097054,-5.989012074,-5.966566214,-4.289652596,0
3.278093043,3.411372593,-7.804981986,-3.830250246,-0.428275691,1
2.783480678,2.06733352,-5.6730949,-9.071725066,0.415413132,0
-5.78107524,-4.944383084,-9.122880536,-9.76652937,-0.376501821,1
3.287291278,7.929820372,-8.123164206,-5.619759548,-5.233092316,1
0.650520182,-2.865810543,-5.295803763,4.447548379,2.622817649,0
-9.739771115,7.651490854,-7.601460522,2.132635554,4.686126533,1
5.302077523,-3.64666141,5.603098535,-0.055634012,6.086262563,0
7.292619893,3.557979015,3.7313087,4.427953671,3.415726937,0
-8.725797807,1.529474212,3.175363868,-1.830106049,-5.475621015,1
2.715313124,-7.347710781,5.957804522,-6.255546214,-1.106582774,0
5.632482967,8.922621,-10.00298948,5.786827242,9.945887563,1
-9.125170431,2.32370511,7.227503743,6.238478927,8.989688363,1
0.490089675,-3.943756658,8.036260236,2.364993424,9.860679304,0
3.336431123,8.575137693,3.659018803,4.991386817,-4.2741354,1
2.874363965,6.855726074,8.023448003,1.51447699,-8.772035919,1
4.506614228,-4.081177933,5.463283255,-0.696124433,-3.460899152,0
-0.962077173,2.30901828,-4.390050048,-8.457618231,-6.938255246,1
-9.658651363,-0.645369578,-6.430056855,6.207249773,-9.101151648,1
-3.672421876,7.323967328,-3.894611435,-9.414234707,-9.652124437,1
6.81960413,-6.756237316,4.112016601,-1.571941064,9.078783931,0
-3.416732117,-6.15243354,-2.363797835,-9.050525036,-3.379969412,0
6.754878032,-6.478722142,-8.840932207,-7.905059581,-1.733113816,0
-7.90997341,-4.57732691,5.813962616,3.777291865,0.811430803,1
-8.157201598,3.298343192,-3.512191935,-1.524550145,-1.498619414,1
-6.656379805,-9.48071566,5.657175442,-7.71436903,-5.757213757,0
-1.925976417,-5.733311762,0.157822061,10.05836153,1.999433671,0
-5.143985063,5.143042787,-6.448558569,-8.714041501,-7.802217697,1
2.155637549,2.831687056,-7.183149144,6.840704184,-0.939698615,1
-7.188372003,-7.110345737,2.637508553,-5.150466495,6.814785191,1
-0.227329894,-1.91642566,5.056779495,-7.463829315,6.992453369,0
6.202726815,-4.202707627,7.058448865,7.960409313,3.955493851,0
-9.200850885,-0.215553301,-1.556250918,-2.152941186,-4.384302526,1
-4.759040482,-1.125441409,9.806946175,-9.158942516,3.073032791,1
2.162313328,-9.311354271,-3.456112013,-0.904887033,0.456322471,0
-5.674919318,0.492424229,0.660317987,7.233302049,6.76214772,1
-6.395571122,-9.173028992,0.143150094,-0.98734279,8.415201095,0
-7.644736009,-1.235132825,4.528286944,5.256628103,1.537908612,1
-2.741971545,4.196831432,3.453794318,-4.970204073,-1.394769507,1
1.419504237,-8.713187112,8.134174906,8.318356939,-0.330737403,0
-5.794371203,-0.493539751,-7.563663742,0.358836867,-6.373923917,1
-2.741996539,7.626281454,1.016763986,7.453971549,-4.625208235,1
-4.471171655,-8.530717668,8.208629814,-1.012074582,-9.501577335,0
-3.160610211,6.473046318,-4.084131104,3.087426828,-4.001436059,1
-6.72570547,1.960929621,-1.891538742,-8.606072679,-8.142260554,1
4.016818525,-6.309557899,6.865475965,2.307570221,1.00052426,0
-4.176486024,4.653541045,9.635554548,6.964353869,7.582559932,1
-5.382132852,2.609736555,8.067394091,-0.215889319,5.267140196,1
8.953525843,6.71681701,-9.681495559,3.084607087,4.907833397,0
-4.07778686,-9.882469876,3.488523755,-8.167890673,-4.466140642,0
-4.561269129,6.271740062,-9.457205583,8.022000172,0.183786823,1
-6.813606431,4.392333516,4.025836978,9.145621153,-8.003401162,1
2.54502067,1.921045612,-3.123204111,0.679981097,-5.857577996,0
5.781446661,-2.835674815,7.348199811,-9.611627736,-1.458309213,0
-6.867658952,-9.660604465,-3.851854991,9.612016417,-0.462425177,0
-5.208691313,7.548154068,-1.664896175,7.05790381,5.205481721,1
-9.526055732,-3.640569095,5.080001202,2.27478468,7.175886287,1
-1.121694964,1.166465903,-5.451435339,-9.42201295,-3.279020655,1
-8.709763253,-9.031056919,-6.359705986,0.588339228,-1.983071366,0
4.606898454,6.013997319,7.777405164,-9.753743203,-6.215743979,1
8.151486637,-4.857496173,8.581389236,-8.461067295,2.796529963,0
5.420271068,-0.001889847,-0.212845212,9.554517861,-3.018574434,0
-4.400739173,-1.11362806,9.624033603,-4.164597374,-7.541084455,1
9.752619322,6.855141546,-0.996762376,1.095397838,-2.881966966,0
6.571932339,2.299061578,-7.67510144,-10.00253494,5.11976246,0
-3.938833819,4.834652197,5.365312939,1.001375858,-8.891532404,1
6.342531135,9.703984091,3.514867618,-6.013610896,0.632537291,1
-4.754955228,0.389706461,6.507435227,5.08933468,4.412833988,1
2.250500563,2.204868531,-9.50099412,3.872286025,-10.04060904,0
9.408054637,-5.423632921,-6.526543257,1.490925974,-0.418375823,0
-6.44924857,9.630640852,9.365799043,0.201318446,5.507910545,1
5.681086717,-6.255689578,-4.963800678,0.882593952,5.773713761,0
-0.080288954,1.994444457,6.238125928,-5.456456878,-1.263563812,1
8.076501937,-3.057279701,-2.000357056,2.00328895,-1.298210461,0
-5.818265727,-8.221889064,4.118940343,0.904424312,-5.800140559,0
7.062093946,-8.694405453,-6.650612244,4.660625453,4.203594092,0
2.456660081,-4.76837423,7.652563966,-5.362198116,-8.641967639,0
5.810431647,8.202077066,-8.295963657,9.288318318,-0.619527894,1
-7.723087311,-9.190865636,8.263338342,-8.111784253,-4.475017341,0
-0.077172716,2.005833479,0.611771809,4.906155625,8.443344835,1
4.187677694,-9.447942464,5.505056708,7.902673533,4.809009949,0
3.40473846,-0.241914059,7.987433095,-9.821497005,9.593882245,0
5.729506556,3.440068571,3.69617456,6.184436657,7.064890806,0
-1.741927712,0.460388245,-4.856919405,-2.928631204,-5.342007485,1
-0.618651686,10.15429004,7.490173712,2.803488886,9.288445165,1
-8.678867188,-2.623835733,8.775393884,-6.383372228,-0.326560843,1
-2.94120135,-7.648719619,9.910257967,5.378692465,-6.023017544,0
-4.827401443,-6.363196921,4.680129871,5.266946206,-6.227958317,0
3.208174984,-9.685028499,-9.715621631,-6.819964863,9.624249017,0
-8.01091434,-1.708558782,3.777976609,6.279060287,7.719232386,1
-2.569576171,-6.980225588,-3.84882401,-8.030729596,-4.393114558,0
-9.675977872,7.23440777,2.172161058,-7.617877134,-5.645744886,1
-6.421986183,-0.511772931,1.885097416,-0.813770721,2.545647425,1
-5.00208975,-6.995743219,-1.068614451,6.571127512,-5.078070607,0
-4.752712777,-4.000270444,-1.872406496,0.620661257,-2.213984061,1
4.653994688,0.069975667,10.00230658,-9.860327878,-5.058643589,0
6.843194782,-7.072066311,-7.938094708,4.661962001,-6.111003299,0
8.270737159,8.712190392,-5.317892496,-5.922429659,-4.90780836,1
-2.767954953,-0.626092858,-3.605728907,7.423841339,3.103018728,1
4.001360102,-9.935758915,3.104861549,-6.45053006,-0.251318245,0
-6.238797859,5.215086829,-7.511620214,0.361841037,-4.054742649,1
-3.855112344,-7.79583166,5.149002125,6.909981931,2.101215822,0
