x1,x2,x3,x4,x5,label
-17.44229355,8.328931264,-7.114274919,2.03487241,3.483557896,1
-10.37030352,9.755298278,7.480229889,-3.822490739,-6.370185663,1
14.48576807,7.832962361,-4.845732171,-2.74740064,2.23570681,0
-17.27005983,9.64340828,-6.767200449,-6.761506075,0.995733787,1
-19.81679826,6.268816746,-4.739768399,-5.344226288,-3.112617554,1
4.561186465,5.626627138,9.169844597,-3.219538508,6.375572617,0
8.637664137,7.677976797,-2.137875214,-4.747124325,4.309168414,0
-11.61279426,18.49969578,7.830229793,-4.171298716,4.48049861,1
18.73567075,9.162320499,-2.168556548,8.395248492,1.204950653,0
-7.420309835,1.017564569,-5.483826988,0.046053793,7.963380918,1
3.979388823,10.46531239,5.168319704,3.114158626,3.07464985,0
-8.498153522,3.478415789,4.633825013,-7.038227623,3.239566148,1
6.298111601,7.577107032,-5.051549792,2.071678086,7.674226433,0
-14.32889711,4.084647651,3.511450504,9.704801717,-6.546782021,1
-12.87250485,18.89719887,-2.6858581,3.644134311,-4.583502851,1
6.923654416,9.394929362,9.385569363,1.699704788,-6.866839198,0
8.998245026,2.957374598,3.067071709,-2.023081446,-4.821626015,0
5.322280787,4.61563679,-4.427600478,1.285317537,-7.804741255,0
12.85899257,2.644212297,-2.45362812,2.567993697,9.734203457,0
10.66782667,17.50459605,7.849707835,-2.059323799,-6.368025519,0
15.11394284,3.917730362,-0.738833237,-7.221443537,-1.923417311,0
12.27424685,5.774311343,8.225375532,8.04574986,-1.433946271,0
7.995738821,16.76034372,1.667532796,-5.524457795,-4.75056912,0
-0.847577314,6.431294404,3.112153057,-5.641320386,5.539726007,1
-15.97319902,12.20401232,5.780767541,3.548139187,3.510075148,1
-4.943243827,3.421607078,4.940361208,-5.876224706,-3.688108607,1
19.77941517,10.96866986,-1.725689288,-3.79805814,-3.926513811,0
10.59806962,11.65609816,-5.753002463,-6.355298765,-8.516927826,0
8.92594584,3.791462913,4.875829152,6.942095727,-7.837404666,0
-3.679569292,10.68815762,5.852068733,-6.942595329,8.181398892,1
-6.677500959,5.589934472,-5.212078475,-8.720071023,3.275993686,1
5.819548587,14.00585476,10.00781305,-8.141785878,-2.959885492,0
3.505546736,10.4132365,9.633528926,7.731110246,-8.103264697,0
13.21165942,6.563692798,-10.04556916,9.576304028,3.410486638,0
14.22861361,8.613722473,-2.433317941,-8.820112427,5.347665426,0
-14.94721649,9.573691843,-3.761020103,7.951314758,-3.884160789,1
-7.845566773,5.817705601,5.197760721,6.155634534,5.090170195,1
-8.430816208,11.94258606,0.379061212,-0.032820846,6.49497901,1
19.46676589,13.74020509,8.984509342,4.57109646,-3.716398296,0
5.664431014,13.03899035,-3.84067028,1.262182782,6.343580784,0
-12.37587623,8.647877196,-8.914582493,4.893820292,4.607424484,1
2.838620038,16.05484801,6.067323788,6.143991525,-1.1861797,0
0.521176688,13.33394072,5.320842822,4.477102627,3.310003765,0
-1.700287765,15.12161028,-7.141191831,8.758920494,-6.520425725,1
-8.555177164,9.272666053,-1.993081768,0.969046832,-6.29969034,1
-3.640927455,9.388326097,3.595642012,-0.697195374,-1.673998242,1
-14.11778101,15.36481676,8.83824039,6.74372455,6.132949663,1
-3.052495085,12.71939264,4.499166232,8.836390746,8.38553946,1
2.321389954,11.18788455,-9.913953144,-3.266792088,-0.413288971,0
9.472801118,0.315250188,-5.499414083,4.896834111,-4.044842739,0
7.891317074,1.381827931,-0.216928582,9.586796619,-8.596532365,0
7.458478746,2.014455441,2.820174471,-7.382445574,6.575459575,0
10.94532835,2.208318565,-1.139413679,2.382014244,6.445194232,0
-9.945563006,15.78625293,-6.119381085,6.725848955,7.659250408,1
-2.499156305,6.563047255,-3.13204661,-4.571840425,8.726928763,1
-1.862025527,6.747572919,0.033830234,-3.483693676,7.572829143,1
3.292240583,10.87944567,3.40138069,-7.476855425,3.188734488,0
-8.852595696,15.65042701,2.583182152,-3.653951003,1.802221607,1
-15.38892217,8.677912783,4.019177826,9.602977717,0.477058104,1
-16.27317094,6.16134393,-6.758414478,-9.587815679,2.837937387,1
-17.89311528,12.83161157,8.803503635,-5.497951718,-3.148405843,1
-5.07745106,11.49702479,-6.837295791,1.722396528,-0.669671698,1
-10.69398475,8.409557334,-8.899685274,2.476083992,-5.912053105,1
-14.25392637,12.01369352,-4.177458178,1.296963299,-4.586981616,1
-10.23724824,5.837436491,-1.988895313,-8.099041572,5.696504316,1
-4.362609109,16.87137057,2.247498843,-4.030174023,8.001066705,1
-12.88648821,10.59336159,-7.32341711,7.714172232,-4.450654655,1
-2.159300948,6.077142444,3.860781519,-1.955280466,-3.136249579,1
-10.6063516,8.964595023,-2.594587796,-0.43926173,-9.4247212,1
-17.42818012,4.98826482,-3.248239893,6.051597251,1.585900795,1
-18.16758672,4.952700673,1.754256714,4.579093614,9.351495541,1
-17.44620526,9.746202392,1.516260741,8.459032884,7.625431812,1
-4.663545466,12.81750564,6.779794883,-9.278745933,-1.028627958,1
14.35728383,14.48818726,-1.88505561,-2.185020057,-3.320184007,0
-9.27969149,10.83553344,-8.603141994,-3.647467684,1.092798367,1
-3.017285428,5.397219958,-9.509723861,1.558363072,0.669987341,1
11.09541051,15.07394625,-1.265563806,7.80475187,2.767832506,0
1.922670597,9.099216342,-1.962510016,8.795178848,3.745922193,0
-14.24650332,7.820819762,-0.262189864,-5.245561426,-3.614292578,1
-3.156120945,6.050400287,-7.038942872,6.105799555,4.028908489,1
-13.92071572,17.24568469,-7.447140154,9.708636961,9.159485627,1
18.39467202,14.51929246,0.425206651,-7.219424769,1.379149468,0
6.513066908,11.88679531,6.934560104,0.026112515,0.302462421,0
7.390846098,8.898144123,-5.102158467,2.083301971,-9.175779646,0
14.54233973,6.031546493,-3.600485613,-2.120750262,3.751501329,0
16.21028367,6.987161013,-6.775524436,-3.794230853,-4.177149565,0
18.90299441,9.146604948,-5.50646209,-1.392330047,-6.467753496,0
-7.645481358,8.796434066,-3.764431802,-6.300499025,2.18163847,1
6.753755631,0.776322379,-3.375016114,9.827649584,-5.438428249,0
-12.71592339,15.7039516,9.90306289,-5.003745952,6.002874043,1
-9.202002337,17.48812323,8.840653609,-9.827085221,-4.61705144,1
-14.16679941,18.41740123,2.85402719,2.242144884,-5.031417452,1
-3.042399729,12.7572932,-5.827816729,-7.472116849,-4.352281619,1
14.05681669,14.98817677,-1.168868325,2.16562824,1.820965704,0
-15.37560825,12.02949382,7.176761838,1.722399425,-2.141834536,1
-5.576369082,15.57259816,-2.587281086,3.393401823,-4.985262476,1
8.219560129,13.37250863,-4.415290586,3.052978671,3.850881262,0
4.782367816,11.44615187,2.120512602,5.931421496,9.109399974,0
0.95339643,8.718209031,-8.126495871,-6.129747346,-1.412345491,0
-1.422903603,6.918218002,-2.825742255,-5.027871372,8.256703752,1
-16.25972997,14.7218827,6.882392248,-1.206298691,5.123693316,1
10.06579448,7.558461218,2.47428239,-9.001240457,-6.680212614,0
2.978317976,3.419758717,8.246616293,6.731077239,4.883108906,0
-9.783632546,5.464525773,8.8219926,-8.904421041,-9.470244561,1
15.27126034,13.87518354,-4.583421472,8.877524127,5.623813928,0
-3.447243876,8.598050773,-7.636214062,3.80016884,0.429935198,1
8.447608177,11.52843982,2.999788186,-1.193804256,6.43550912,0
-10.46743784,2.386726432,-9.443149964,7.130636948,-7.379158481,1
-10.58736098,19.15140726,-0.921485709,0.884339936,-6.775990508,1
3.871031845,15.99089267,0.74123031,4.361995134,-6.011100566,0
-13.64068514,13.0267744,-5.959172972,-0.255216801,-5.859942603,1
4.080338494,13.73027479,5.697100767,5.492664742,-2.467064974,0
8.366414158,11.5342964,0.440507734,-4.819466853,7.257789468,0
-4.695915879,5.719140373,-2.533687001,-4.453109939,-1.794454943,1
-2.936049251,8.988057784,-4.89236689,7.375729898,1.61598179,1
8.292996276,14.07947509,5.288626598,3.840126014,-0.9449532,0
18.40054103,9.640527357,9.241427029,0.93749065,1.373287912,0
6.363881724,16.94987427,8.639809083,-3.527392029,-2.673254862,0
-16.25280078,11.33918646,6.966534822,3.180350757,9.306698118,1
-7.98666161,1.761342914,-6.435909552,0.372230523,-2.296279059,1
-8.01932037,5.030777317,-9.08391406,5.808158375,-6.21288166,1
1.413771467,8.227574853,7.371558781,6.642022614,0.627842699,0
7.947942444,17.92104253,9.11800543,6.145072527,7.741198751,0
-1.87783993,16.16694014,1.712899865,-6.625593556,-4.730803768,1
12.37138286,18.16006324,-9.010224289,-4.588730235,-4.425163824,0
-4.895264545,14.40927452,-7.825207763,-3.211892614,6.238965797,1
13.86042065,8.47788861,7.607163447,-3.83158297,2.67344124,0
-12.89662302,10.14204212,9.418119413,-6.064918837,-0.490260543,1
-10.3526308,7.270089565,-7.122838651,8.709597821,-5.800276447,1
11.63949159,6.313842243,-9.904200459,9.782075732,-1.939832749,0
-6.94882712,11.3132996,-7.928784473,-7.591361616,5.428489709,1
5.362806103,2.648458957,-9.156712937,-1.827085356,-8.956374077,0
8.492483211,17.68188021,-2.027071667,-6.960642345,1.982316022,0
-15.3130409,7.862015199,8.92707223,-5.463957506,-0.245580252,1
14.73930664,3.958747671,2.199621112,6.984272241,0.653881636,0
1.984852159,10.66600531,-3.133392788,7.76356805,3.33739163,0
-4.36603757,7.896076739,0.80715266,-8.931564473,-4.932259283,1
-8.371207596,15.69933992,6.785227347,-5.247373137,5.625372945,1
-11.06593309,1.72797459,7.262452224,-2.059309325,-4.440990858,1
-12.03652947,5.300457967,-2.931271692,-4.491321674,-9.278680592,1
12.66281805,16.71557877,7.68143955,-7.855526958,-8.244495374,0
-5.055483434,15.6608336,-7.768459912,4.373721819,-4.744338707,1
8.316956961,18.60495927,-7.537995327,-1.491291618,6.163011051,0
12.63029617,7.946873416,-1.905010457,5.829376034,-5.311029975,0
11.35292947,9.841747749,4.276877274,-7.255090417,-8.019086598,0
-10.47370207,17.30470186,3.820778032,2.610165979,3.778270529,1
-16.38974697,15.42095211,-0.857583347,-7.567781897,9.927658962,1
-11.94188921,11.31268132,1.322038146,7.951508095,9.271893009,1
-10.48400056,16.99440844,6.116158862,-6.064014371,-0.709951056,1
12.67171349,6.776209279,-4.749158294,5.283553131,-0.800598726,0
3.712742817,5.233892355,-6.190937018,4.317425278,4.700002293,0
-8.78793545,1.429209064,-5.809586629,8.496262415,6.280122764,1
-8.185288415,17.8010234,-3.929237219,-1.44091853,7.764901056,1
10.80725481,10.967748,3.035921737,9.624973474,9.058208153,0
-11.37951002,4.751559289,6.410322711,-9.655493096,6.504555344,1
5.554960547,5.8850403,0.845001144,7.578798253,2.653929807,0
6.731469766,3.138478247,-3.419788377,-3.997057654,0.529279181,0
0.950007736,11.52457315,-8.763805162,-2.821544413,7.730956434,0
13.98547776,16.56251547,-6.866557643,6.208686769,-7.598264114,0
-0.199907221,11.41018529,-7.375293484,-7.63690463,6.750005289,1
-16.07348279,13.85449032,-8.997066114,0.15511052,0.769782137,1
12.51460307,6.481476608,4.6589458,7.038937281,-7.500727361,0
-18.06065004,12.36217577,3.061461071,-1.795756295,4.548315461,1
6.160151748,15.01356882,-10.15828702,2.585134171,6.396869536,0
-1.19286044,7.547937077,5.512574965,6.563848608,9.735644749,1
14.69561534,16.42894848,1.29385875,-4.984135886,9.172826469,0
7.376316323,13.05933371,-3.013026265,-7.491232086,-1.70375845,0
16.71165121,14.66305908,5.527706368,-3.491232429,-2.324880042,0
-5.789420471,16.85204529,7.091929539,4.252422743,0.706893581,1
-10.87944264,6.158231651,-0.317406576,-4.192796126,5.046642495,1
-12.77753383,18.01198756,9.702340233,4.007767999,9.833744082,1
-5.304535801,16.09611097,-6.434886505,0.140093874,1.537228202,1
-5.699658923,14.32237386,-6.920363411,-4.012757684,-1.00779089,1
7.913236259,13.7014777,-7.237514639,-4.396275165,-8.035528298,0
-6.078428011,6.739306139,-6.854423048,-8.72158111,-1.595655188,1
7.395672948,8.740535245,-5.834180835,-4.785532562,-8.731091243,0
-16.74318307,6.219580186,-1.626687894,6.797926786,3.147791453,1
-10.8249745,16.62633733,3.478062422,4.905864674,-3.544602482,1
-9.750767944,6.490800235,-5.917406285,9.466920248,-1.294557979,1
0.384708292,8.503319008,3.932446887,-0.984332386,6.441580712,0
12.49672097,13.44918492,-4.540510034,8.828126443,4.08972931,0
7.157254356,8.295902673,6.539618068,7.126845916,7.988757977,0
-17.58480221,16.21769771,-9.102158053,-3.328883229,-1.266680114,1
12.79173457,18.93525841,-5.778290524,7.82790734,8.544999993,0
-17.48774823,13.12897904,-5.632218486,6.584496815,4.117434108,1
-15.72756517,3.269730773,-4.543879399,7.156827883,7.579561157,1
-4.202148635,11.78991465,-6.325937586,-10.09178897,8.08434069,1
-10.085921,11.34853598,5.08438542,2.047860228,5.620699775,1
9.241642431,18.56715603,8.599435079,-7.574581036,9.393897102,0
-16.35157055,5.361887113,9.637493719,-8.787847463,2.370607231,1
15.93914743,14.83143549,-8.547301994,5.740075581,8.733243416,0
-0.649386134,8.010540627,4.43183931,-2.561930115,-2.757314018,1
-7.685731804,14.39434303,3.499079371,3.060144593,-7.350360639,1
-10.29179116,19.92779987,7.320893106,-3.897265922,8.874623938,1
3.521031582,15.97471836,-7.862921179,-1.984880909,-0.434816807,0
5.128914683,7.906384024,-8.946194126,-3.660911752,-9.966831456,0
-18.07201075,9.385702454,-7.424608995,6.288149098,-2.550518628,1
9.812149807,4.701213063,6.949502819,-0.194712857,-9.582650356,0
-1.808653536,7.704892123,6.172534236,7.407859114,7.794466388,1
2.495260271,14.87034175,-6.305190795,-6.909077485,9.047910491,0
-4.902069239,17.55284896,-0.963286618,-5.012724735,-7.494236693,1
18.7225231,13.65259276,-1.276030528,-10.113406,10.06814497,0
-11.59710617,0.733136961,2.076545955,3.56502411,5.812072483,1
18.9686668,9.401250369,2.835885882,-1.536555958,2.97990025,0
3.689704009,6.490099011,-8.46493706,-9.694649833,2.430973246,0
2.363448871,6.344507793,6.240355825,6.449077727,-5.242282712,0
10.58412912,16.66155384,2.419885361,-7.521603227,7.831881932,0
19.00142554,10.14004163,-9.771174235,2.59619208,-2.890974825,0
2.407398178,14.59900326,-7.728203449,-7.981461965,-9.213023902,0
6.712891033,4.12014573,0.35630298,-8.353999447,7.893659467,0
7.555705272,1.634037494,-6.900673817,8.145820038,0.308710253,0
0.828882029,9.989723984,-1.596250125,-1.009216929,-7.50017763,0
12.38938663,5.770652489,5.712712982,-3.188533483,0.135090162,0
-14.28055804,8.648294135,-7.301095017,-9.318581628,2.793991515,1
-17.90816055,5.57552723,8.871248156,3.151515635,5.168911216,1
-11.04893353,7.011122433,5.791295206,-6.447418835,3.978206597,1
-9.342145009,12.65322324,-7.252832969,2.782305427,-0.137507982,1
-4.272453107,9.182270182,-1.557702799,2.602728564,-7.78620943,1
13.71413097,2.016077921,-1.953399166,-5.732687324,0.255308807,0
