x1,x2,x3,x4,x5,label
1.029649247,-2.70191512,-3.352705517,2.481676887,3.012561924,1
0.857577447,-2.211569191,-5.83594891,6.449593859,2.558074976,1
6.955651937,-5.288380495,-4.530282541,-8.361851877,3.598850056,0
3.795148531,-4.039126904,2.683762368,9.348289594,-7.204779754,0
-6.809081483,0.79586008,5.582694986,-9.2497754,-6.371351302,1
-2.748750537,3.754205487,5.630357452,-4.850640498,-7.533572943,0
-3.106275434,1.706215194,-1.459417779,-2.016177774,1.230861772,1
6.142777392,5.657783721,0.740709194,1.63351595,6.132215836,1
2.178739406,4.800321177,-5.933274502,2.994296198,3.471967941,0
5.660920066,4.415473488,8.619314246,-8.051483137,1.514593715,1
-6.634283711,-0.084042449,-1.895786626,7.117888367,-0.660936399,0
-5.697482024,3.435006306,-9.128264794,-8.923597692,4.08673141,0
-1.034785713,3.809417355,2.204082764,-4.294931949,-0.181302129,1
-8.666913186,0.887870123,-8.847005027,-8.60704576,1.295763109,1
1.276719301,-9.184378399,1.624596272,-1.254788999,-9.34790994,1
5.591777819,-0.888450874,1.444678931,-8.638548901,7.32236735,1
-2.672283182,-6.062538196,7.657677526,8.269376909,3.478328751,0
4.187702393,3.851335119,10.23866147,-6.009891124,5.435540999,1
-3.261204298,-1.147971943,-4.73295488,-3.451694013,7.457907767,0
7.928873938,5.766222898,-2.555627127,4.29493084,6.331418292,1
-8.543790653,-2.953163782,-9.105456733,6.383418224,6.60518579,0
-4.768342655,-4.927570898,-0.266043956,7.223099808,7.619037703,1
-1.170755565,-6.378007111,-1.895615226,-8.819810602,-1.678294745,0
6.75117131,-2.084275459,5.447661417,-2.651740493,3.002731539,1
-0.143481755,-0.756989158,9.633599807,-4.959480785,-8.561891001,0
-3.448936429,-0.867895867,-3.03131303,2.066087286,-8.928704384,0
1.3935206,7.243159663,0.872386355,2.226597093,-0.888480251,0
-5.559391197,0.417645319,7.770324478,-2.175496308,6.874702047,1
-3.054853668,-4.121179854,3.37341266,4.701696863,9.501701779,1
-0.101929272,-0.486379697,1.517325621,4.22917572,-5.453069806,0
5.412183523,-6.398709101,-8.390194088,4.553675724,-7.947792758,0
9.67834495,-0.112090793,4.74453605,8.568733444,3.888867036,1
2.429806285,6.448364956,-4.154851224,1.491365183,0.754525159,0
-3.812967997,-2.228655122,-5.957038008,6.995205991,6.702758258,1
-1.272349365,-3.885782836,5.687009282,-1.78565223,-2.411346768,0
-8.887890621,4.145637349,-0.594310824,6.915044239,4.085128126,1
4.907732611,-6.570110465,2.068474121,6.666543618,-1.346884419,0
4.802447296,7.806106833,-3.742178994,5.606174521,7.875977471,1
2.436907976,-4.10638798,-1.35774117,8.234097252,9.514599589,0
8.98464108,-1.644557158,1.242569076,-7.859935919,3.678642559,1
-2.600173833,-8.968193132,-6.759817397,2.661971845,-7.937905848,0
-5.133205082,5.689026969,5.972663125,-4.023335543,3.578007973,0
-5.461606593,-2.073390256,-4.328539426,-2.69604123,-2.613645552,0
-1.877694041,6.587596101,-1.293504663,-5.866100642,4.076395811,1
-1.566406683,2.62042896,-9.688932346,-6.058541753,-1.150868286,0
-5.282040644,-5.703677523,-3.364172029,5.640458514,-1.625363031,1
6.656705414,7.710571743,0.098108349,6.736527504,0.330658102,1
9.640025117,0.060861118,-6.910686331,-9.079929881,-6.760872273,0
0.058720913,-5.255270716,7.131654788,4.118256077,-1.8143951,1
-1.714656887,-5.548959899,0.081441506,-6.171498591,-7.537256278,0
-7.040387805,4.630288908,-5.53495275,-3.47031262,-6.578212096,0
1.217276617,-9.845370106,-4.409764002,-8.129652108,-3.629359444,1
-4.116734832,2.639936229,-5.726604118,9.143761517,-1.208530175,0
-5.564798508,-6.143902554,-1.337560884,-5.987381788,9.816561364,1
1.494970215,-3.529102531,-0.555774943,4.280042903,2.413498138,1
-4.681484777,8.463290049,9.8520279,3.840056588,7.198119174,1
7.920606145,-3.385319021,3.132770356,-4.553664298,0.18926888,1
5.674879505,-2.237735955,-0.750780821,0.457064871,0.108579004,1
1.035432769,-8.289561282,-3.416515111,2.839294109,-5.212008147,1
3.629935644,-3.205102699,5.825712195,6.024502671,9.749407033,0
-5.030777372,5.701902754,-3.82243474,9.861951467,3.243377494,0
-2.338395148,-7.886519147,3.633159812,-6.810561063,4.074483979,0
-0.596232654,8.69148488,-1.187160968,-0.147853348,4.926922138,1
-7.5909702,6.071676302,9.492278816,7.160906095,-5.760079463,0
-6.366975819,6.818839807,-7.655876321,-3.714916517,-7.037885648,0
3.391821216,8.202856258,5.935926399,-1.609067485,5.414654276,0
-1.235203209,0.890783501,-4.471157241,-7.015843651,6.97018922,0
-7.122672054,4.576993728,-7.063871276,-7.385442215,6.356728826,0
0.347580742,-2.711451073,4.361913967,-6.231291465,-9.328719634,1
-3.557302687,7.149785313,4.515016148,-4.708571276,-2.851141366,1
0.38604366,3.173985434,-9.583147474,-0.458580779,-5.880127394,0
4.95862669,-4.481075635,-8.5710396,9.284172004,8.860250023,0
-7.590117067,3.029134444,5.098046721,9.552797844,-9.24484216,1
